Name,Nickname,Weight Class,Record,Knockouts,Submissions,First Round Finishes,,,,,,,,,,,,,,,,,,,,,,,,,,
Akitoshi Tamura,"""The Ironman""",Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Tan,None,Welterweight Division,6-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Michinori Tanaka,None,Bantamweight Division,11-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Tanner,None,Middleweight Division,34-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Miesha Tate,"""Cupcake""",Women's Flyweight Division,19-9-0 (W-L-D),4,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Tavares,None,Featherweight Division,24-7-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Tavares,None,Middleweight Division,19-8-0 (W-L-D),5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Danielle Taylor,"""Dynamite""",Women's Strawweight Division,9-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesse Taylor,"""JT Money""",Middleweight Division,32-15-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Taylor,"""Relentless""",Lightweight Division,11-6-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Te Huna,None,Middleweight Division,18-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Teague,"""The Ninja Turtle""",None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Teed,None,Heavyweight Division,5-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Teixeira,"""Macapa""",Featherweight Division,13-1-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glover Teixeira,None,Light Heavyweight Division,33-9-0 (W-L-D),18,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tra Telligman,"""Trauma""",Heavyweight Division,16-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Taneisha Tennant,None,Women's Featherweight Division,5-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
David Terrell,"""The Soul Assassin""",Middleweight Division,10-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Terry,"""Intensity""",Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Testy Test,"""Testy""",None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Teymur,"""Kid Dynamite""",Featherweight Division,7-4-0 (W-L-D),3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
David Teymur,None,Lightweight Division,8-2-0 (W-L-D),4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Motonobu Tezuka,None,Bantamweight Division,19-6-4 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Thacker,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Thatch,"""Rukus""",Welterweight Division,11-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias Theodorou,"""The Spartan""",Middleweight Division,17-3-0 (W-L-D),6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulo Thiago,None,Welterweight Division,15-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Thomas,"""The Tank Engine""",Welterweight Division,13-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Din Thomas,None,Lightweight Division,23-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Christapher Thomas,"""KO Chris""",None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Oli Thompson,None,Heavyweight Division,9-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Thompson,"""The Goat""",Welterweight Division,23-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Thompson,"""Wonderboy""",Welterweight Division,17-6-1 (W-L-D),8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Thomson,"""The Punk""",Lightweight Division,20-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Simeon Thoresen,"""The Grin""",Welterweight Division,17-4-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gleison Tibau,None,Lightweight Division,40-14-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nolan Ticman,None,Flyweight Division,4-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Till,"""The Gorilla""",Middleweight Division,18-5-1 (W-L-D),10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis Tiuliulin,None,Middleweight Division,11-7-0 (W-L-D),8,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Duško Todorović,"""Thunder""",Middleweight Division,12-3-0 (W-L-D),8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuco Tokkos,None,Light Heavyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Toner,"""Thunder""",Featherweight Division,11-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Toney,"""Lights Out""",Heavyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilia Topuria,"""El  Matador""",Featherweight Division,13-0-0 (W-L-D),4,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Torres,"""Shorty""",Flyweight Division,8-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tecia Torres,"""The Tiny Tornado""",Women's Strawweight Division,13-6-0 (W-L-D),1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Torres,"""Rolo""",Featherweight Division,2-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Torres,None,Bantamweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronys Torres,"""Jungle Boy""",Lightweight Division,18-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Torres,"""El Loco""",Lightweight Division,13-2-0 (W-L-D),6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Angel Torres,None,Bantamweight Division,39-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Torres,"""The Crush""",Welterweight Division,5-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Salim Touahri,"""Grizzly""",Welterweight Division,10-4-0 (W-L-D),6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dequan Townsend,"""The Tarantula""",Middleweight Division,21-12-0 (W-L-D),12,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Trator,None,Featherweight Division,20-6-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Traven,None,Heavyweight Division,4-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Trevino,"""Sitkayan""",Lightweight Division,12-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelo Trevino,None,Welterweight Division,7-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Trigg,"""Twinkle Toes""",Welterweight Division,19-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Trinaldo,"""Massaranduba""",Welterweight Division,28-9-0 (W-L-D),9,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Trizano,"""The Lone Wolf""",Featherweight Division,11-3-0 (W-L-D),3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Trocoli,None,Light Heavyweight Division,12-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tor Troeng,"""The Hammer""",Middleweight Division,16-7-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Abel Trujillo,"""Killa""",Lightweight Division,15-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Arman Tsarukyan,"""Ahalkalakets""",Lightweight Division,19-3-0 (W-L-D),7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Tuchscherer,"""The Crowbar""",Heavyweight Division,18-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Tuck,"""The Super Saiyan""",Lightweight Division,10-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavin Tucker,"""Guv'nor""",Featherweight Division,13-2-0 (W-L-D),4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumabieke Tuerxun,"""Leopard""",Bantamweight Division,17-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai Tuivasa,"""BAM BAM""",Heavyweight Division,15-5-0 (W-L-D),14,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Zubaira Tukhugov,"""Warrior""",Lightweight Division,20-5-1 (W-L-D),7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Teila Tuli,None,,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Tumenov,"""Einstein""",Welterweight Division,17-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Turcios,None,Bantamweight Division,13-3-0 (W-L-D),3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Turkalj,"""The Pleasure Man """,Light Heavyweight Division,8-1-0 (W-L-D),5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellington Turman,"""The Prodigy""",Middleweight Division,18-6-0 (W-L-D),4,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalin Turner,"""The Tarantula""",Lightweight Division,14-5-0 (W-L-D),9,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtney Turner,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Tweedy,"""The Flash""",Lightweight Division,8-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcin Tybura,"""Tybur""",Heavyweight Division,24-7-0 (W-L-D),9,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Takeru Uchida,None,Flyweight Division,1-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tagir Ulanbekov,None,Flyweight Division,15-2-0 (W-L-D),2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Ulberg,"""Black Jag""",Light Heavyweight Division,8-1-0 (W-L-D),4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Gasan Umalatov,"""Cobra""",Welterweight Division,15-5-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caol Uno,None,Lightweight Division,25-13-5 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Urban,None,Welterweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hector Urbina,"""El Toro""",Welterweight Division,25-10-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias Urbina,None,Middleweight Division,3-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilbert Urbina,None,Middleweight Division,6-2-0 (W-L-D),1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Urso,None,Flyweight Division,10-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasuhiro Urushitani,None,Flyweight Division,19-6-6 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sho Patrick Usami,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohammed Usman,"""The Motor""",Heavyweight Division,9-2-0 (W-L-D),4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamaru Usman,"""Nigerian Nightmare""",Welterweight Division,20-2-0 (W-L-D),9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Uyenoyama,"""BC""",Flyweight Division,8-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Richie Vaculik,"""Vas""",Flyweight Division,10-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Richie Vaculik,None,None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Genaro Valdez,"""Rayadito""",Lightweight Division,10-2-0 (W-L-D),7,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Valencia,None,Bantamweight Division,12-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Valenzuela,None,Middleweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Timur Valiev,"""Lucky""",Bantamweight Division,18-3-0 (W-L-D),5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Valimaki,"""The Matrix""",Light Heavyweight Division,8-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Vallie-Flagg,None,Lightweight Division,14-5-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Van Arsdale,None,Light Heavyweight Division,10-3-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Van Buren,"""Gutter""",Light Heavyweight Division,7-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Van Clief,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron VanCamp,"""Jumpman""",Lightweight Division,15-7-1 (W-L-D),4,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Vanderaa,None,Heavyweight Division,12-10-0 (W-L-D),7,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Vanderford,None,Welterweight Division,4-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lando Vannata,"""Groovy""",Featherweight Division,12-6-2 (W-L-D),4,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Paige VanZant,"""12 Gauge""",Women's Flyweight Division,8-5-0 (W-L-D),2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Varelans,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazula Vargas,None,Lightweight Division,12-5-0 (W-L-D),7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Varner,None,Lightweight Division,21-11-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Guilherme Vasconcelos,"""Bomba""",Middleweight Division,3-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuri Vaulin,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Manny Vazquez,None,Flyweight Division,11-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier Vazquez,"""Showtime""",Featherweight Division,16-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Veach,None,Lightweight Division,11-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Vedepo,"""The Doctor""",Middleweight Division,9-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Velasco,"""Killer""",Women's Bantamweight Division,2-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cain Velasquez,None,Heavyweight Division,14-3-0 (W-L-D),12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
David Velasquez,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bojan Velickovic,"""Serbian Steel""",Welterweight Division,15-6-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Karlos Vemola,None,Middleweight Division,10-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Luigi Vendramini,"""The Italian Stallion""",Lightweight Division,9-3-0 (W-L-D),5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon Vera,"""Chito""",Bantamweight Division,20-7-1 (W-L-D),8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerry Vera,None,Women's Bantamweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Vera,"""The Truth""",Heavyweight Division,12-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ernie Verdicia,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Veres,"""Mighty""",Lightweight Division,5-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikolay Veretennikov,None,Welterweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Vergara,None,Flyweight Division,10-4-1 (W-L-D),6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Renato Verissimo,"""Charuto""",Welterweight Division,5-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Vettori,"""The Italian Dream""",Middleweight Division,18-6-1 (W-L-D),2,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Viana,"""Wolverine""",Bantamweight Division,8-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyana Viana,"""Dama de Ferro""",Women's Strawweight Division,13-5-0 (W-L-D),5,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,
James Vick,"""The Texecutioner""",Welterweight Division,13-5-0 (W-L-D),3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamires Vidal,"""Tractor """,Women's Bantamweight Division,7-1-0 (W-L-D),1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Milton Vieira,"""Miltinho""",Featherweight Division,13-8-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Reginaldo Vieira,None,Bantamweight Division,14-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ketlen Vieira,"""Fenomeno""",Women's Bantamweight Division,13-3-0 (W-L-D),2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodolfo Vieira,None,Middleweight Division,8-2-0 (W-L-D),1,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Vigneault,"""Lion Heart""",Middleweight Division,11-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gian Villante,None,Heavyweight Division,17-14-0 (W-L-D),10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ike Villanueva,"""Hurricane""",Light Heavyweight Division,18-14-0 (W-L-D),15,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Armando Villarreal,"""La Lumbre""",Bantamweight Division,5-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuri Villefort,None,Welterweight Division,6-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Danillo Villefort,"""Indio""",Welterweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Vinicius,"""Vina""",Flyweight Division,20-6-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Falaniko Vitale,"""Niko""",Middleweight Division,14-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheyanne Vlismas,"""The Warrior Princess""",Women's Strawweight Division,7-3-0 (W-L-D),2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Voelker,"""Vicious""",Welterweight Division,24-12-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Volkanovski,"""The Great""",Featherweight Division,25-1-0 (W-L-D),12,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Volkmann,"""Christmas""",Lightweight Division,15-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Volkov,"""Drago""",Heavyweight Division,35-10-0 (W-L-D),23,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Von Flue,"""Live Wire""",Welterweight Division,13-6-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Wade,None,Lightweight Division,12-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Wain,"""Old Skool""",Heavyweight Division,5-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ Waldburger,"""The Modern Day Warrior""",Welterweight Division,16-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Waldon,None,Middleweight Division,11-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Donny Walker,"""Eagle Eye""",Bantamweight Division,14-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brogan Walker,"""Brogie The Bear""",Women's Flyweight Division,8-3-0 (W-L-D),0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Walker,None,Light Heavyweight Division,20-7-0 (W-L-D),16,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Wall,"""Manimal""",Lightweight Division,7-2-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Randall Wallace,"""Braveheart""",Middleweight Division,15-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Wallace,"""Jesse""",Lightweight Division,9-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Wallace,"""Shonuff The Master""",Light Heavyweight Division,9-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Crafton Wallace,"""Blaze""",Middleweight Division,13-2-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Wallhead,"""Judo""",Welterweight Division,29-11-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Walmsley,"""Hard Cor""",Light Heavyweight Division,10-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Walsh,None,Middleweight Division,5-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rich Walsh,"""Filthy""",Welterweight Division,9-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Wang,"""The Yellow Peril""",Lightweight Division,8-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Wang-Kim,None,Bantamweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Curt Warburton,"""The War""",Lightweight Division,7-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Ward,"""Relentless""",Welterweight Division,3-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrion Ware,"""Flash""",Bantamweight Division,17-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Waterman,None,Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Waters,None,Welterweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominic Waters,"""Shonuff""",Welterweight Division,9-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle Waterson-Gomez,"""The Karate Hottie""",Women's Strawweight Division,18-10-0 (W-L-D),3,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Watson,"""Kong""",Middleweight Division,17-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Walel Watson,"""The Gazelle""",Bantamweight Division,9-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Watson,None,Lightweight Division,16-8-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brok Weaver,"""Chata TUska""",Lightweight Division,15-6-0 (W-L-D),2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonavin Webb,"""The Spyder""",Welterweight Division,8-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Royston Wee,None,Bantamweight Division,4-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darian Weeks,None,Welterweight Division,5-3-0 (W-L-D),4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Weems,"""Wide Open""",Bantamweight Division,11-3-0 (W-L-D),1,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Weidman,"""The All-American""",Middleweight Division,15-6-0 (W-L-D),6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Weir,None,Middleweight Division,17-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Wellisch,"""The Hungarian Nightmare""",Light Heavyweight Division,9-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah Wells,None,Welterweight Division,11-2-0 (W-L-D),5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Welt,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabricio Werdum,"""Vai Cavalo""",Heavyweight Division,24-8-1 (W-L-D),6,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Wessel,"""The Juggernaut""",Heavyweight Division,6-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheldon Westcott,None,Welterweight Division,10-3-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig White,"""The Thundercat""",Welterweight Division,14-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex White,"""The Spartan""",Lightweight Division,13-6-0 (W-L-D),5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrik White,"""Prime Time""",Lightweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vernon White,"""Tiger""",Light Heavyweight Division,11-9-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Whiteford,"""The Hammer""",Featherweight Division,12-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
